food_name,source,serving_size_g,calories,protein_g,carb_g,fat_g,notes,calcium_mg,iron_mg
蒲瓜平均值,食藥署台灣食品成分資料庫,100,15.3,0.5,4.0,0.1,蔬菜類；每100g；食藥署標示值,17,0.1
蒲瓜(長形),食藥署台灣食品成分資料庫,100,16.1,0.5,4.2,0.1,蔬菜類；每100g；食藥署標示值,17,0.2
蒲瓜(圓形),食藥署台灣食品成分資料庫,100,15.4,0.6,4.0,0.1,蔬菜類；每100g；食藥署標示值,13,0.1
花蒲瓜(圓形),食藥署台灣食品成分資料庫,100,12.6,0.3,3.5,0.0,蔬菜類；每100g；食藥署標示值,23,0.1
葫蘆瓜,食藥署台灣食品成分資料庫,100,17.2,0.5,4.1,0.3,蔬菜類；每100g；食藥署標示值,16,0.2
黃櫛瓜,食藥署台灣食品成分資料庫,100,13.4,1.4,2.7,0.1,蔬菜類；每100g；食藥署標示值,25,0.6
綠櫛瓜,食藥署台灣食品成分資料庫,100,11.3,2.2,1.8,0.0,蔬菜類；每100g；食藥署標示值,19,0.8
枸杞乾,食藥署台灣食品成分資料庫,100,325.4,12.3,77.8,1.3,蔬菜類；每100g；食藥署標示值,50,4.5
長茄子,食藥署台灣食品成分資料庫,100,20.1,1.2,5.3,0.2,蔬菜類；每100g；食藥署標示值,16,0.4
圓茄子,食藥署台灣食品成分資料庫,100,17.7,1.0,4.5,0.0,蔬菜類；每100g；食藥署標示值,12,0.3
圓茄子(2025年取樣),食藥署台灣食品成分資料庫,100,20.4,1.4,5.0,0.2,蔬菜類；每100g；食藥署標示值,12,0.3
大番茄平均值(紅色系),食藥署台灣食品成分資料庫,100,16.7,0.8,4.1,0.1,蔬菜類；每100g；食藥署標示值,10,0.3
牛番茄,食藥署台灣食品成分資料庫,100,16.6,0.7,4.0,0.1,蔬菜類；每100g；食藥署標示值,7,0.5
紅番茄,食藥署台灣食品成分資料庫,100,18.2,0.9,4.4,0.0,蔬菜類；每100g；食藥署標示值,10,0.3
桃太郎番茄,食藥署台灣食品成分資料庫,100,15.2,0.7,4.0,0.0,蔬菜類；每100g；食藥署標示值,14,0.2
黃番茄,食藥署台灣食品成分資料庫,100,22.4,0.9,5.3,0.0,蔬菜類；每100g；食藥署標示值,10,0
大番茄平均值(綠色系),食藥署台灣食品成分資料庫,100,20.1,0.7,5.0,0.1,蔬菜類；每100g；食藥署標示值,10,0.4
粉柿番茄,食藥署台灣食品成分資料庫,100,16.4,0.8,4.0,0.0,蔬菜類；每100g；食藥署標示值,8,0.4
黑柿番茄,食藥署台灣食品成分資料庫,100,21.5,0.4,5.6,0.1,蔬菜類；每100g；食藥署標示值,10,0.4
綠番茄,食藥署台灣食品成分資料庫,100,22.4,0.9,5.4,0.1,蔬菜類；每100g；食藥署標示值,11,0.4
小番茄平均值(紅色系),食藥署台灣食品成分資料庫,100,29.5,0.9,7.4,0.2,蔬菜類；每100g；食藥署標示值,14,0.8
聖女小番茄,食藥署台灣食品成分資料庫,100,31.0,1.1,6.9,0.5,蔬菜類；每100g；食藥署標示值,16,0.5
試交二號小番茄,食藥署台灣食品成分資料庫,100,26.2,0.7,7.2,0.0,蔬菜類；每100g；食藥署標示值,13,0.5
櫻桃小番茄,食藥署台灣食品成分資料庫,100,31.3,0.9,8.1,0.1,蔬菜類；每100g；食藥署標示值,12,1.4
黃金小蕃茄,食藥署台灣食品成分資料庫,100,28.3,0.8,6.8,0.2,蔬菜類；每100g；食藥署標示值,11,0.3
小番茄平均值(橙色系),食藥署台灣食品成分資料庫,100,28.5,1.1,6.9,0.2,蔬菜類；每100g；食藥署標示值,12,0.3
金女小番茄,食藥署台灣食品成分資料庫,100,27.5,1.1,6.6,0.1,蔬菜類；每100g；食藥署標示值,14,0
黃金聖女小番茄,食藥署台灣食品成分資料庫,100,27.9,1.0,7.0,0.1,蔬菜類；每100g；食藥署標示值,11,0.4
橙蕃茄,食藥署台灣食品成分資料庫,100,30.1,1.2,7.0,0.2,蔬菜類；每100g；食藥署標示值,11,0.4
香瓜茄,食藥署台灣食品成分資料庫,100,24.7,0.4,6.2,0.1,蔬菜類；每100g；食藥署標示值,7,0.2
甜椒平均值(青皮),食藥署台灣食品成分資料庫,100,23.7,1.0,5.9,0.4,蔬菜類；每100g；食藥署標示值,12,0.4
甜椒(青皮),食藥署台灣食品成分資料庫,100,19.3,0.8,4.9,0.3,蔬菜類；每100g；食藥署標示值,10,0.5
小甜椒(青皮),食藥署台灣食品成分資料庫,100,28.4,1.4,6.8,0.5,蔬菜類；每100g；食藥署標示值,13,0.6
高山甜椒(青皮),食藥署台灣食品成分資料庫,100,23.4,0.9,6.0,0.6,蔬菜類；每100g；食藥署標示值,14,0
甜椒(紅皮),食藥署台灣食品成分資料庫,100,30.4,0.8,7.1,0.5,蔬菜類；每100g；食藥署標示值,6,0.4
甜椒(紅皮)(20205年取樣),食藥署台灣食品成分資料庫,100,30.4,1.1,7.0,0.4,蔬菜類；每100g；食藥署標示值,6,0.4
甜椒(黃皮),食藥署台灣食品成分資料庫,100,24.5,0.8,6.0,0.3,蔬菜類；每100g；食藥署標示值,7,0.2
甜椒(橙皮),食藥署台灣食品成分資料庫,100,32.1,0.9,7.7,0.3,蔬菜類；每100g；食藥署標示值,6,0.7
青辣椒平均值,食藥署台灣食品成分資料庫,100,26.7,1.3,6.9,0.3,蔬菜類；每100g；食藥署標示值,13,0.3
角椒,食藥署台灣食品成分資料庫,100,17.4,0.9,4.7,0.2,蔬菜類；每100g；食藥署標示值,10,0.2
長辣椒(青皮),食藥署台灣食品成分資料庫,100,41.1,1.9,10.3,0.4,蔬菜類；每100g；食藥署標示值,14,0.5
糯米椒,食藥署台灣食品成分資料庫,100,21.5,1.2,5.6,0.3,蔬菜類；每100g；食藥署標示值,13,0.2
紅辣椒平均值,食藥署台灣食品成分資料庫,100,58.7,3.6,16.4,0.9,蔬菜類；每100g；食藥署標示值,21,1.7
長辣椒(紅皮),食藥署台灣食品成分資料庫,100,35.3,2.4,9.3,0.7,蔬菜類；每100g；食藥署標示值,16,3.1
朝天椒(長果),食藥署台灣食品成分資料庫,100,63.7,3.4,17.9,1.3,蔬菜類；每100g；食藥署標示值,15,1
朝天椒(圓果),食藥署台灣食品成分資料庫,100,77.2,4.9,21.9,0.5,蔬菜類；每100g；食藥署標示值,33,1.2
乾長辣椒(紅皮),食藥署台灣食品成分資料庫,100,303.3,19.9,47.6,17.2,蔬菜類；每100g；食藥署標示值,100,5.5
黃秋葵,食藥署台灣食品成分資料庫,100,28.5,2.1,7.5,0.1,蔬菜類；每100g；食藥署標示值,94,0.7
青花菜芽,食藥署台灣食品成分資料庫,100,29.1,2.8,4.9,1.0,蔬菜類；每100g；食藥署標示值,45,0.7
苜蓿芽,食藥署台灣食品成分資料庫,100,16.7,3.2,2.5,0.2,蔬菜類；每100g；食藥署標示值,41,0.7
紫甘藍芽,食藥署台灣食品成分資料庫,100,26.7,0.2,6.6,0.7,蔬菜類；每100g；食藥署標示值,52,1.3
黃豆芽,食藥署台灣食品成分資料庫,100,40.8,5.3,5.0,1.6,蔬菜類；每100g；食藥署標示值,19,1.1
"黃豆芽(有機,2023年取樣)",食藥署台灣食品成分資料庫,100,34.8,5.1,5.0,1.0,蔬菜類；每100g；食藥署標示值,40,0.9
黑豆芽,食藥署台灣食品成分資料庫,100,43.5,6.6,6.4,1.1,蔬菜類；每100g；食藥署標示值,33,1.2
葵花芽,食藥署台灣食品成分資料庫,100,22.0,2.5,4.3,0.4,蔬菜類；每100g；食藥署標示值,22,0.8
綠豆芽,食藥署台灣食品成分資料庫,100,21.3,2.3,4.1,0.2,蔬菜類；每100g；食藥署標示值,56,0.8
豌豆芽,食藥署台灣食品成分資料庫,100,21.8,4.0,2.9,0.4,蔬菜類；每100g；食藥署標示值,6,0.5
蕎麥芽,食藥署台灣食品成分資料庫,100,16.0,1.9,3.4,0.2,蔬菜類；每100g；食藥署標示值,30,0.2
蘿蔔芽,食藥署台灣食品成分資料庫,100,21.3,2.1,3.9,0.4,蔬菜類；每100g；食藥署標示值,39,1.3
山蘇菜,食藥署台灣食品成分資料庫,100,20.1,3.0,4.4,0.2,蔬菜類；每100g；食藥署標示值,47,0.2
火炭母草,食藥署台灣食品成分資料庫,100,8.8,1.6,1.2,0.4,蔬菜類；每100g；食藥署標示值,115,3.1
石蓮花,食藥署台灣食品成分資料庫,100,9.5,0.4,2.2,0.1,蔬菜類；每100g；食藥署標示值,231,0.7
青葙,食藥署台灣食品成分資料庫,100,43.8,2.5,7.7,1.6,蔬菜類；每100g；食藥署標示值,192,2.2
假人蔘,食藥署台灣食品成分資料庫,100,29.7,1.6,2.2,2.2,蔬菜類；每100g；食藥署標示值,62,4.2
野苦瓜嫩梢,食藥署台灣食品成分資料庫,100,59.8,5.7,12.2,1.7,蔬菜類；每100g；食藥署標示值,459,8.5
過溝菜蕨,食藥署台灣食品成分資料庫,100,21.8,3.1,3.2,0.8,蔬菜類；每100g；食藥署標示值,17,1.4
蔘鬚,食藥署台灣食品成分資料庫,100,299.7,7.0,76.2,1.8,蔬菜類；每100g；食藥署標示值,325,39.4
龍骨瓣莕菜,食藥署台灣食品成分資料庫,100,13.8,1.1,3.1,0.3,蔬菜類；每100g；食藥署標示值,26,3.7
薄荷,食藥署台灣食品成分資料庫,100,41.2,3.0,10.9,0.6,蔬菜類；每100g；食藥署標示值,188,11
蕺菜,食藥署台灣食品成分資料庫,100,41.9,3.2,7.7,0.9,蔬菜類；每100g；食藥署標示值,79,8.4
蘆薈,食藥署台灣食品成分資料庫,100,1.8,0.1,0.2,0.4,蔬菜類；每100g；食藥署標示值,36,0.1
皇宮菜,食藥署台灣食品成分資料庫,100,17.8,2.2,3.5,0.3,蔬菜類；每100g；食藥署標示值,68,1.1
香芫荽,食藥署台灣食品成分資料庫,100,18.8,2.4,3.9,0.2,蔬菜類；每100g；食藥署標示值,91,2.9
荷蘭豆菜心,食藥署台灣食品成分資料庫,100,24.5,3.9,3.9,0.6,蔬菜類；每100g；食藥署標示值,33,1.1
厥子,食藥署台灣食品成分資料庫,100,11.9,2.3,3.9,0.2,蔬菜類；每100g；食藥署標示值,11,0.9
義大利茼蒿,食藥署台灣食品成分資料庫,100,11.9,1.6,1.9,0.4,蔬菜類；每100g；食藥署標示值,72,1.4
龍延草,食藥署台灣食品成分資料庫,100,77.4,3.9,12.7,2.3,蔬菜類；每100g；食藥署標示值,424,7.5
麵包果,食藥署台灣食品成分資料庫,100,53.2,1.0,11.2,1.8,蔬菜類；每100g；食藥署標示值,51,0
冰花,食藥署台灣食品成分資料庫,100,5.9,0.8,1.0,0.1,蔬菜類；每100g；食藥署標示值,10,0.3
木虌果,食藥署台灣食品成分資料庫,100,62.3,1.1,10.5,3.1,蔬菜類；每100g；食藥署標示值,,
紅毛苔,食藥署台灣食品成分資料庫,100,214.1,39.9,36.9,1.9,藻類；每100g；食藥署標示值,278,62
紫菜,食藥署台灣食品成分資料庫,100,212.4,28.1,47.9,0.9,藻類；每100g；食藥署標示值,342,56.2
熟紫菜,食藥署台灣食品成分資料庫,100,223.3,18.1,62.4,0.4,藻類；每100g；食藥署標示值,352,37.9
髮菜,食藥署台灣食品成分資料庫,100,274.6,10.3,69.5,0.5,藻類；每100g；食藥署標示值,1187,40.7
麒麟菜,食藥署台灣食品成分資料庫,100,32.6,0.9,9.9,0.0,藻類；每100g；食藥署標示值,26,0.9
乾麒麟菜,食藥署台灣食品成分資料庫,100,166.0,1.2,46.7,0.5,藻類；每100g；食藥署標示值,252,3.2
礁膜,食藥署台灣食品成分資料庫,100,9.3,0.3,3.7,0.1,藻類；每100g；食藥署標示值,92,3.3
乾海茸芯,食藥署台灣食品成分資料庫,100,178.2,8.4,59.1,0.2,藻類；每100g；食藥署標示值,904,3.3
海帶平均值,食藥署台灣食品成分資料庫,100,14.3,0.7,4.2,0.1,藻類；每100g；食藥署標示值,80,0.9
海帶卷,食藥署台灣食品成分資料庫,100,8.8,0.7,2.8,0.2,藻類；每100g；食藥署標示值,64,0.4
海帶茸,食藥署台灣食品成分資料庫,100,25.1,1.1,6.5,0.0,藻類；每100g；食藥署標示值,162,1.1
海帶梗,食藥署台灣食品成分資料庫,100,8.8,0.4,3.2,0.0,藻類；每100g；食藥署標示值,41,0.6
海帶結,食藥署台灣食品成分資料庫,100,12.1,0.8,3.6,0.1,藻類；每100g；食藥署標示值,78,1.3
海帶絲,食藥署台灣食品成分資料庫,100,16.7,0.7,5.0,0.1,藻類；每100g；食藥署標示值,53,0.8
乾海帶,食藥署台灣食品成分資料庫,100,169.4,10.0,47.3,1.1,藻類；每100g；食藥署標示值,791,4.4
裙帶菜,食藥署台灣食品成分資料庫,100,39.1,5.0,11.6,0.0,藻類；每100g；食藥署標示值,346,12.6
乾裙帶菜,食藥署台灣食品成分資料庫,100,160.2,22.9,40.8,0.7,藻類；每100g；食藥署標示值,950,28.6
乾裙帶菜根,食藥署台灣食品成分資料庫,100,126.1,6.2,46.1,0.6,藻類；每100g；食藥署標示值,816,14.5
鳳尾藻,食藥署台灣食品成分資料庫,100,135.4,11.7,43.9,1.3,藻類；每100g；食藥署標示值,319,18
葛仙米藻,食藥署台灣食品成分資料庫,100,15.5,1.3,5.2,0.0,藻類；每100g；食藥署標示值,104,4.6
長莖葡萄蕨藻,食藥署台灣食品成分資料庫,100,4.8,0.2,1.3,0.0,藻類；每100g；食藥署標示值,,
壽司海苔片,食藥署台灣食品成分資料庫,100,227.5,46.5,32.1,3.7,藻類；每100g；食藥署標示值,298,14.1
木耳,食藥署台灣食品成分資料庫,100,23.9,0.9,8.8,0.1,菇類；每100g；食藥署標示值,27,0.8
冷凍木耳,食藥署台灣食品成分資料庫,100,27.5,0.9,12.4,0.1,菇類；每100g；食藥署標示值,51,0.9
乾木耳平均值,食藥署台灣食品成分資料庫,100,223.6,13.8,74.7,0.7,菇類；每100g；食藥署標示值,113,2.8
乾木耳(紅耳仔),食藥署台灣食品成分資料庫,100,182.0,6.1,79.8,0.2,菇類；每100g；食藥署標示值,184,2.6
乾木耳(黑耳仔),食藥署台灣食品成分資料庫,100,265.3,21.4,69.6,1.2,菇類；每100g；食藥署標示值,43,3
乾川耳,食藥署台灣食品成分資料庫,100,187.6,9.0,79.4,0.3,菇類；每100g；食藥署標示值,91,2
銀耳,食藥署台灣食品成分資料庫,100,18.6,1.1,7.2,0.0,菇類；每100g；食藥署標示值,5,0
白毛木耳,食藥署台灣食品成分資料庫,100,31.2,1.2,10.6,0.1,菇類；每100g；食藥署標示值,10,0.3
乾銀耳,食藥署台灣食品成分資料庫,100,187.5,9.3,70.8,1.2,菇類；每100g；食藥署標示值,45,2.5
草菇,食藥署台灣食品成分資料庫,100,31.8,3.8,5.9,0.3,菇類；每100g；食藥署標示值,4,1.6
草菇(2025年取樣),食藥署台灣食品成分資料庫,100,28.0,3.5,5.1,0.3,菇類；每100g；食藥署標示值,4,1.6
雞腿菇,食藥署台灣食品成分資料庫,100,31.9,2.1,7.5,0.1,菇類；每100g；食藥署標示值,2,0.7
雞腿菇(乾),食藥署台灣食品成分資料庫,100,258.8,20.1,59.8,1.4,菇類；每100g；食藥署標示值,20,7
松茸,食藥署台灣食品成分資料庫,100,33.1,3.1,5.9,0.5,菇類；每100g；食藥署標示值,1,0.7
雪白菇(長),食藥署台灣食品成分資料庫,100,30.8,2.1,6.9,0.4,菇類；每100g；食藥署標示值,1,0.5
柳松菇,食藥署台灣食品成分資料庫,100,32.9,3.7,6.0,0.3,菇類；每100g；食藥署標示值,1,0.4
乾柳松菇,食藥署台灣食品成分資料庫,100,233.8,23.5,53.5,1.9,菇類；每100g；食藥署標示值,44,8.2
香菇平均值,食藥署台灣食品成分資料庫,100,31.3,3.0,7.6,0.1,菇類；每100g；食藥署標示值,3,0.6
香菇(大),食藥署台灣食品成分資料庫,100,30.5,3.0,7.1,0.2,菇類；每100g；食藥署標示值,3,0.3
香菇(小),食藥署台灣食品成分資料庫,100,21.1,2.4,4.9,0.1,菇類；每100g；食藥署標示值,2,0.2
花菇,食藥署台灣食品成分資料庫,100,42.2,3.6,10.7,0.1,菇類；每100g；食藥署標示值,5,1.2
乾香菇平均值,食藥署台灣食品成分資料庫,100,250.4,20.9,64.9,1.6,菇類；每100g；食藥署標示值,31,3.6
乾香菇,食藥署台灣食品成分資料庫,100,259.5,23.3,66.6,1.4,菇類；每100g；食藥署標示值,84,4.2
乾花菇,食藥署台灣食品成分資料庫,100,253.0,17.0,67.4,1.1,菇類；每100g；食藥署標示值,16,2.6
乾白花菇,食藥署台灣食品成分資料庫,100,233.2,18.7,64.5,1.1,菇類；每100g；食藥署標示值,11,3.3
乾鈕釦菇,食藥署台灣食品成分資料庫,100,256.0,24.6,60.9,2.7,菇類；每100g；食藥署標示值,15,4.1
姬松茸,食藥署台灣食品成分資料庫,100,36.1,4.0,6.9,0.4,菇類；每100g；食藥署標示值,18,2.2
乾姬松茸,食藥署台灣食品成分資料庫,100,258.5,34.0,46.7,2.7,菇類；每100g；食藥署標示值,25,10.4
酒杯菇,食藥署台灣食品成分資料庫,100,42.3,4.6,9.0,0.3,菇類；每100g；食藥署標示值,2,1.4
秀珍菇,食藥署台灣食品成分資料庫,100,25.0,3.3,4.6,0.1,菇類；每100g；食藥署標示值,1,0.6
天喜菇,食藥署台灣食品成分資料庫,100,21.8,4.5,2.5,0.5,菇類；每100g；食藥署標示值,1,1.1
白蠔菇,食藥署台灣食品成分資料庫,100,26.8,2.2,6.4,0.3,菇類；每100g；食藥署標示值,1,1.2
玫瑰菇,食藥署台灣食品成分資料庫,100,26.4,4.5,5.6,0.1,菇類；每100g；食藥署標示值,4,2.5
杏香菇,食藥署台灣食品成分資料庫,100,23.5,2.7,4.6,0.1,菇類；每100g；食藥署標示值,0,0.4
杏鮑菇平均值,食藥署台灣食品成分資料庫,100,35.4,2.7,8.3,0.2,菇類；每100g；食藥署標示值,1,0.3
杏鮑菇(大),食藥署台灣食品成分資料庫,100,29.9,2.4,7.5,0.1,菇類；每100g；食藥署標示值,1,0.3
杏鮑菇(中),食藥署台灣食品成分資料庫,100,34.8,2.5,8.2,0.2,菇類；每100g；食藥署標示值,1,0.1
杏鮑菇(小),食藥署台灣食品成分資料庫,100,41.4,3.2,9.2,0.3,菇類；每100g；食藥署標示值,1,0.5
珊瑚菇,食藥署台灣食品成分資料庫,100,29.4,4.0,5.2,0.2,菇類；每100g；食藥署標示值,3,1.4
蠔菇,食藥署台灣食品成分資料庫,100,20.3,2.1,4.8,0.3,菇類；每100g；食藥署標示值,2,0.9
鮑魚菇,食藥署台灣食品成分資料庫,100,20.6,1.7,4.0,0.2,菇類；每100g；食藥署標示值,1,0.7
金針菇,食藥署台灣食品成分資料庫,100,33.0,2.6,7.2,0.3,菇類；每100g；食藥署標示值,1,0.9
華翠菇,食藥署台灣食品成分資料庫,100,24.4,2.5,5.1,0.2,菇類；每100g；食藥署標示值,1,0.8
滑菇,食藥署台灣食品成分資料庫,100,24.1,2.6,4.7,0.2,菇類；每100g；食藥署標示值,2,0.9
舞菇,食藥署台灣食品成分資料庫,100,27.0,1.4,5.8,0.1,菇類；每100g；食藥署標示值,0,0.2
鴻喜菇,食藥署台灣食品成分資料庫,100,25.4,2.9,5.3,0.1,菇類；每100g；食藥署標示值,2,0.5
雪白菇,食藥署台灣食品成分資料庫,100,26.4,2.2,6.4,0.0,菇類；每100g；食藥署標示值,1,0.5
洋菇,食藥署台灣食品成分資料庫,100,22.5,3.0,3.8,0.2,菇類；每100g；食藥署標示值,4,0.9
冷凍洋菇,食藥署台灣食品成分資料庫,100,31.3,3.8,4.3,1.4,菇類；每100g；食藥署標示值,15,0.4
白茯苓,食藥署台灣食品成分資料庫,100,162.1,1.0,79.9,0.2,菇類；每100g；食藥署標示值,1,2.4
猴頭菇,食藥署台灣食品成分資料庫,100,26.1,2.1,5.9,0.2,菇類；每100g；食藥署標示值,2,0.4
乾猴頭菇,食藥署台灣食品成分資料庫,100,241.8,12.3,64.3,3.4,菇類；每100g；食藥署標示值,6,11.3
乾竹笙,食藥署台灣食品成分資料庫,100,249.6,17.5,64.1,2.0,菇類；每100g；食藥署標示值,23,13.6
松茸白菇,食藥署台灣食品成分資料庫,100,32.0,5.1,5.3,0.5,菇類；每100g；食藥署標示值,3,0.8
金喜菇,食藥署台灣食品成分資料庫,100,34.4,2.7,7.7,0.2,菇類；每100g；食藥署標示值,2,1.1
喜來菇,食藥署台灣食品成分資料庫,100,32.8,3.5,6.3,0.4,菇類；每100g；食藥署標示值,1,0.8
富珍茸,食藥署台灣食品成分資料庫,100,32.8,3.0,6.8,0.4,菇類；每100g；食藥署標示值,2,0.6
白鳳豆平均值,食藥署台灣食品成分資料庫,100,296.0,23.8,58.2,2.1,豆類；每100g；食藥署標示值,111,4.7
白鳳豆(台灣),食藥署台灣食品成分資料庫,100,300.9,27.4,56.4,2.8,豆類；每100g；食藥署標示值,137,4
